TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt12_n0_dx,dt12_n0_dy,dt16_n0_dx,dt16_n0_dy,dt6_n0_dx,dt6_n0_dy,dt10_n0_dx,dt10_n0_dy,track_id_unique_pred,track_id_parent_pred
135,0,18054,65,0,428.9590486779956,1950.4373658203808,0.10951960201606424,14.804111300232305,12.728204214148946,36.78327830794001,-20.95598865504548,88.5779267943142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
21,0,17864,46,0,949.7850026738267,1817.5011025328195,-7.2651299010752854,-5.558971736604008,-0.3134170861802659,-8.777871365567991,8.202587548112094,-11.731740797394426,-1.7309584964033318,-8.069736247718536,-36.43961568797647,11.68232168697159,-42.29183711860037,22.964204487426734,-1.0400584995774125,-9.841822139937904,-11.56790940067458,-2.8587247963878326,2,0
26,0,18120,6,0,786.0058950442128,2039.0152926146948,16.000120000899983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0
145,0,16207,15,0,345.0282801311727,686.8368254172561,-19.88947609911793,-10.79383583081119,-23.13273991356289,-9.56849108038193,-52.815554151383544,-12.454519718406685,-106.348185267878,-35.15704814650053,0.0,0.0,0.0,0.0,-83.46310659702908,-19.56984975313958,0.0,0.0,4,0
27,0,16272,5,0,2039.0152926146948,735.0055125413443,0.0,-3.0000225001689387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
4,0,17300,2,0,328.01068929193434,1431.3171503115345,-1.5879400510550568,-8.824814472819526,-3.7005476523336815,-19.119355567050434,22.210469506376626,-30.03327773261867,85.27381801351373,-55.257316313151705,133.71968401084092,-84.943897027445,137.38139517181543,-99.8762013492326,54.890171316664855,-40.213899809461736,94.65835700513507,-73.80219775309502,6,0
11,0,17492,26,0,217.94980770221943,1608.0382144125842,-13.306531076206934,-6.909534328919334,-14.064754079793715,-8.165262454372396,-17.500183518319343,-13.836353077841293,-9.170855643187252,2.9331151894100462,-4.220581161177222,61.693502952646426,-20.736163834332107,69.31894041977898,-17.340206125385095,-17.13080525007831,1.6849265517093954,51.32624284452118,7,0
18,0,16340,52,0,718.4197555266521,799.5513916003624,-8.373462574704263,-3.27631220895114,-15.945651699362427,9.541197181213988,-28.559401147576978,16.224864400892216,-39.17824972330561,-9.056125622773036,-67.17292284916084,-26.82463692935892,-73.30442477396775,-33.298205164484784,-26.249250299987693,7.016847569959282,-78.70647103329804,-1.0094689582232377,8,0
12,0,15772,7,0,1670.014872001965,376.7494521893855,-0.28732849107927905,2.647346418337462,4.984377839884019,5.891576669293612,5.9924008914795195,12.140596348879626,5.865341429225055,32.72440533526742,1.2414391344832438,49.29966923463979,3.0364118076820428,67.84838631052986,4.426530602749381,22.56286436902411,4.593003518754358,42.11291732387463,9,0
14,0,17699,24,0,1426.3879749356186,1727.0930188136056,-18.82556658752037,-6.894918917839277,-9.76168759565644,22.0106683839224,-45.06244220141366,117.67421884104874,-95.87079569441744,148.16778881932828,-117.83228180169635,244.1704053185949,-96.390231407594,249.43048548398338,-88.48972480254291,136.52399494449492,-118.38249051377079,200.5697587744903,10,0
